conversion_certificate,deed_from_previous_owner,electricity_connection,electricity_connection_detail,encumberence_certificate,is_the_plot_free_of_any_legal_issues,revenue_document,road_available,road_available_detail,sewage_connection,sewage_connection_detail,title_deed,title_deed_detail,water_connection,water_connection_detail,amenities,boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_available,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
No,No,No,,Yes,Yes,,Yes,Pucca Road,No,,Yes,Gift Deed,No,,,Yes,No,,0,3,Belghoria,2.0,,0,,Resale,Residential Land / Plot,0,0,0,3.0,900.0
,,,,,,,,,,,,,,,,No,No,,0,5,Nalpur,,15.0,1,417.0,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,Yes,No,24 X 30,5,1,Khariberia,4.0,1.0,1,139.0,New Property,Residential Land / Plot,1,1,0,8.0,720.0
,,,,,,,,,,,,,,,,No,No,,0,4,Action Area 2,,,0,,Resale,Residential Land / Plot,1,1,0,,2153.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,"Chinar Park, Rajarhat",2.0,62.0,1,3444.0,Resale,Residential Land / Plot,0,1,0,12.0,1800.0
,,,,,,,,,,,,,,,,Yes,Yes,,1,1,Subhasgram,1.0,50.0,1,868.0,New Property,Residential Land / Plot,1,1,0,10.0,5761.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,2,"Kudghat, Ashok Nagar",1.0,30.0,1,2083.0,Resale,Residential Land / Plot,0,0,0,2.0,1440.0
No,Yes,Yes,,No,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Sale Deed,Yes,,,No,No,,0,3,Rajarhat,1.0,28.0,1,1296.0,Resale,Residential Land / Plot,0,0,0,2.0,2160.0
,,,,,,,,,,,,,,,,No,No,,2,,Rajpur Sonarpur,,,0,,Resale,Residential Land / Plot,0,0,0,,93660.0
,,,,,,,,,,,,,,,,No,No,,0,,Abada,,10.0,1,463.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,,0,,Chakdaha,,9.0,1,417.0,Resale,Residential Land / Plot,0,0,0,,2160.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Action Area 3,2.0,,0,,Resale,Residential Land / Plot,0,1,0,39.0,3.0
,,,,,,,,,,,,,,,,No,No,,1,4,Bangaon,1.0,,0,,Resale,Residential Land / Plot,0,0,0,12.0,5940.0
,,,,,,,,,,,,,,,,No,No,32 X 41,1,5,Garia,,50.0,1,3811.0,Resale,Residential Land / Plot,0,1,0,,1312.0
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",Yes,Yes,48 X 45,2,5,Rajarhat,2.0,21.9,1,1014.0,New Property,Residential Land / Plot,1,1,0,30.0,2160.0
,,,,,,,,,,,,,,,,No,No,,6,,Hatiara,,20.5,1,2500.0,New Property,Residential Land / Plot,1,1,0,,820.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Uttarpara Kotrung,1.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,90000.0
,,,,,,,,,,,,,,,,Yes,No,26.8 X 161,0,4,"Chakraberia, Ballygunge",3.0,,0,,Resale,Residential Land / Plot,0,1,0,9.0,4320.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,Shyamnagar,,50.0,1,1736.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,Yes,No,100 X 76.08,9,4,Nayabad,1.0,191.0,1,2522.0,Resale,Residential Land / Plot,0,0,0,6.0,7608.0
,,,,,,,,,,,,,,,,No,No,,3,4,Action Area 2,1.0,,0,,Resale,Residential Land / Plot,0,1,0,13.0,2153.0
,,,,,,,,,,,,,,,,No,No,40 X 30,8,,Joka,1.0,5.5,1,303.0,New Property,Residential Land / Plot,1,1,0,25.0,1800.0
Yes,Yes,No,,No,Yes,,Yes,Pucca Road,No,,Yes,Sale Deed,No,,,Yes,No,,2,4,Hridaypur,2.0,125.0,1,3473.0,Resale,Residential Land / Plot,0,0,0,10.0,3600.0
,,,,,,,,,,,,,,,,No,No,30 X 24,8,,Joka,1.0,2.8,1,382.0,New Property,Residential Land / Plot,1,0,0,5.0,720.0
,,,,,,,,,,,,,,,,No,Yes,45 X 31.11,19,,Joka,1.0,3.6,1,257.0,New Property,Residential Land / Plot,1,1,0,25.0,1400.0
,,,,,,,,,,,,,,,,Yes,No,1.07 X 671,2,1,"Palta, Barrackpore",,16.0,1,2222.0,Resale,Residential Land / Plot,0,0,0,,720.0
,,,,,,,,,,,,,,,,No,No,,0,,Barrackpore,,20.0,1,1852.0,New Property,Residential Land / Plot,0,0,0,,1080.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Gift Deed,Yes,,,Yes,Yes,,1,3,Beleghata,1.0,,0,,Resale,Residential Land / Plot,0,0,0,11.0,1850.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Habra,2.0,,0,,Resale,Residential Land / Plot,0,0,0,4.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,No,Yes,Yes,Pucca Road,Yes,Underground,Yes,Partition Deed,Yes,Water Board,,Yes,Yes,,13,2,Joka,2.0,1.6,1,111.0,Resale,Residential Land / Plot,0,0,0,20.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,57 X 64,3,,Behala,3.0,78.3,1,2146.0,Resale,Residential Land / Plot,0,0,0,4.0,3648.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,,Yes,Water Board,,Yes,Yes,,1,5,Dakshineswar,1.0,,0,,Resale,Residential Land / Plot,1,1,0,3.0,18720.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Sodepur,,50.0,1,633.0,Resale,Residential Land / Plot,0,0,0,,7893.0
,,,,,,,,,,,,,,,,No,No,56 X 257.14,2,3,Sonarpur,1.0,60.0,1,417.0,Resale,Residential Land / Plot,0,1,0,30.0,14400.0
,,,,,,,,,,,,,,,,No,No,,0,4,Hindmotor,,12.0,1,667.0,Resale,Residential Land / Plot,0,0,0,,1800.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Madanpur,,,0,,Resale,Residential Land / Plot,0,0,0,,16200.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,,,No,No,,2,,Chinsurah,1.0,99.0,1,2292.0,Resale,Residential Land / Plot,0,0,0,10.0,4320.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Security, Water Storage, Waste Disposal, Located in the Heart of city, Kids Play Area",Yes,Yes,,37,4,Rajarhat,2.0,42.0,1,2000.0,Resale,Residential Land / Plot,0,1,0,6.0,2100.0
,,,,,,,,,,,,,,,,No,No,46 X 54.78,1,,Action Area 3,2.0,50.0,1,1984.0,Resale,Residential Land / Plot,0,1,0,7.0,2520.0
,,,,,,,,,,,,,,,,No,No,,0,3,Sodepur,,50.0,1,2779.0,Resale,Residential Land / Plot,0,0,0,,1799.0
,,,,,,,,,,,,,,,,No,Yes,,0,4,Ruby Hospital Area,1.0,48.0,1,1667.0,Resale,Residential Land / Plot,0,0,0,10.0,2880.0
,,,,,,,,,,,,,,,,No,No,,0,,Liluah,,,0,,Resale,Residential Land / Plot,0,0,0,,13230.0
,,,,,,,,,,,,,,,,No,No,,0,4,Bishnupur,,9.0,1,417.0,Resale,Residential Land / Plot,0,0,0,,2160.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Mud Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,,Yes,Yes,,2,,Joka,2.0,1.4,1,409.0,Resale,Residential Land / Plot,0,0,0,25.0,342.0
,,,,,,,,,,,,,,,,No,No,,0,4,Dankuni,,12.0,1,373.0,Resale,Residential Land / Plot,0,0,0,,3217.0
,,,,,,,,,,,,,,,,No,No,,0,4,Tollygunge,,5.0,1,625.0,Resale,Residential Land / Plot,0,0,0,,800.0
,,,,,,,,,,,,,,,,No,Yes,45 X 48,19,,Joka,2.0,6.2,1,287.0,New Property,Residential Land / Plot,1,1,0,25.0,2160.0
Yes,Yes,Yes,Solar,No,Yes,,Yes,Mud Road,Yes,Underground,Yes,Sale Deed,Yes,Borewell,"Swimming Pool, Park, Security, Kids Play Area, Rentable Community Space",No,Yes,,43,,Joka,,1.4,1,409.0,Resale,Residential Land / Plot,0,0,0,,342.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,,Yes,Gift Deed,Yes,,,Yes,Yes,,0,2,Nabadwip,,17.0,1,1693.0,Resale,Residential Land / Plot,0,0,0,,1004.0
,,,,,,,,,,,,,,,,No,No,26.8 X 53.7,3,Congo,"Kamalgazi, Narendrapur",2.0,14.0,1,972.0,New Property,Residential Land / Plot,0,1,0,7.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,2,,Garia Main Road,2.0,135.0,1,3750.0,Resale,Residential Land / Plot,0,1,0,10.0,3600.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,No,,2,3,Purba Barisha,2.0,42.0,1,2471.0,Resale,Residential Land / Plot,0,0,0,5.0,1700.0
,,,,,,,,,,,,,,,,Yes,No,,2,3,Dum Dum,,45.0,1,2308.0,Resale,Residential Land / Plot,0,0,0,,1950.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Sale Deed,Yes,,,Yes,Yes,671 X 537,6,1,"Narayanpur, Gopalpur Gram",,,0,,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,,Shyam Nagar,,30.0,1,2500.0,Resale,Residential Land / Plot,0,0,0,,1200.0
,,,,,,,,,,,,,,,,No,No,,0,5,Sonarpur,,50.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,,3600.0
No,Yes,Yes,Electricity Board,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,No,,Yes,Water Board,,No,No,53.7 X 80.5,0,4,"Hindustan Park, Gariahat",1.0,,0,,Resale,Residential Land / Plot,0,0,0,20.0,4320.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,On Highway,Yes,Open,Yes,Lease Deed,Yes,Water Board,,Yes,No,,3,3,Chak Garia,2.0,81.0,1,3932.0,Resale,Residential Land / Plot,0,0,0,9.0,2060.0
,,,,,,,,,,,,,,,,Yes,No,,4,5,Sonarpur,,90.0,1,2500.0,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Kaikhali,2.0,50.0,1,3401.0,Resale,Residential Land / Plot,0,0,0,7.0,1470.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Mud Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,"Security, CCTV Camera, Kids play area",Yes,Yes,,5,10,Joka,3.0,4.0,1,278.0,Resale,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,1050 X 600,0,,Gobindapur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,61.0,712800.0
,,,,,,,,,,,,,,,,Yes,No,,0,2,Nabapally,3.0,16.0,1,1103.0,Resale,Residential Land / Plot,0,0,0,4.0,1450.0
,,,,,,,,,,,,,,,,No,No,,0,Congo,Habra,1.0,37.0,1,494.0,Resale,Residential Land / Plot,0,0,0,10.0,7488.0
,,,,,,,,,,,,,,,,No,No,,0,,Rajarhat,,15.0,1,260.0,Resale,Residential Land / Plot,0,0,0,,5760.0
,,,,,,,,,,,,,,,,Yes,No,,1,5,Barasat,,,0,,New Property,Residential Land / Plot,1,0,0,,30000.0
,,,,,,,,,,,,,,,,No,No,,0,3,"Dover Terrace, Ballygunge",,,0,,Resale,Residential Land / Plot,0,0,0,,5759.0
,,,,,,,,,,,,,,,,No,No,,0,1,Kalyani,,,0,,Resale,Residential Land / Plot,0,0,0,,3600.0
,,,,,,,,,,,,,,,,No,No,,0,4,Thakurpukur,1.0,20.0,1,925.0,Resale,Residential Land / Plot,1,1,0,7.0,2160.0
,,,,,,,,,,,,,,,,No,No,,4,,Behala,3.0,7.0,1,536.0,Resale,Residential Land / Plot,0,0,0,10.0,1305.0
,,,,,,,,,,,,,,,,Yes,No,,4,,Barasat,,45.0,1,3125.0,Resale,Residential Land / Plot,0,0,0,,1440.0
Yes,Yes,No,,No,Yes,Yes,Yes,Pucca Road,No,,Yes,Gift Deed,No,,,Yes,No,53.7 X 40.2,5,1,Bishnupur,1.0,33.0,1,1528.0,Resale,Residential Land / Plot,0,0,0,10.0,2160.0
,,,,,,,,,,,,,,,,No,No,413 X 3.49,0,4,Action Area 2,2.0,,0,,New Property,Residential Land / Plot,1,1,0,12.0,1440.0
,,,,,,,,,,,,,,,,No,No,413 X 3.49,0,1,Action Area 2,3.0,,0,,New Property,Residential Land / Plot,1,1,0,18.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Sonarpur,2.0,33.0,1,417.0,New Property,Residential Land / Plot,0,1,0,10.0,7921.0
,,,,,,,,,,,,,,,,No,No,,3,1,Sonarpur,,9.5,1,380.0,Resale,Residential Land / Plot,0,0,0,,2500.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Barasat,,,0,,Resale,Residential Land / Plot,0,0,0,,26640.0
,,,,,,,,,,,,,,,,No,No,45 X 32,2,,Rajarhat,2.0,14.8,1,1028.0,New Property,Residential Land / Plot,1,1,0,30.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Other,Yes,Water Board,,No,No,,1,,Rasapunja,2.0,,0,,Resale,Residential Land / Plot,0,0,0,24.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,7156 X 0.81,6,5,Lake Terrace Ballygunge,2.0,,0,,Resale,Residential Land / Plot,1,1,0,20.0,5761.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Sonarpur,,330.0,1,2200.0,Resale,Residential Land / Plot,0,0,0,,15000.0
,,,,,,,,,,,,,,,,Yes,No,,0,1,Baguiati,,,0,,Resale,Residential Land / Plot,0,0,0,,3920.0
,,,,,,,,,,,,,,,,No,No,,0,,Sonarpur,2.0,,0,,Resale,Residential Land / Plot,0,0,0,15.0,44640.0
,,,,,,,,,,,,,,,,No,No,45 X 24,7,,Joka,1.0,4.1,1,382.0,New Property,Residential Land / Plot,1,0,0,6.0,1080.0
,,,,,,,,,,,,,,,,No,No,32.8 X 49.2,1,1,Action Area 3,4.0,85.0,1,5264.0,Resale,Residential Land / Plot,1,1,0,13.0,1615.0
No,No,Yes,Electricity Board,No,Yes,,Yes,On Highway,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,No,,0,,Hooghly Ghat Station Road,1.0,30.0,1,2000.0,Resale,Residential Land / Plot,0,0,0,10.0,1500.0
,,,,,,,,,,,,,,,,No,No,45 X 32,7,,Joka,1.0,5.5,1,382.0,New Property,Residential Land / Plot,1,0,0,5.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Mud Road,Yes,Open,Yes,Sale Deed,Yes,Water Board,,Yes,Yes,,1,4,Joka,2.0,2.0,1,139.0,Resale,Residential Land / Plot,0,0,0,16.0,1440.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,35 X 41.14,24,6,New Town,2.0,20.2,1,1400.0,New Property,Residential Land / Plot,0,1,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,40 X 36,4,5,"Chinar Park, Rajarhat",2.0,22.8,1,1583.0,New Property,Residential Land / Plot,0,1,0,40.0,1440.0
,,,,,,,,,,,,,,,,No,No,,0,4,Ichapur,,80.8,1,295.0,Resale,Residential Land / Plot,0,0,0,,27360.0
,,,,,,,,,,,,,,,,No,Yes,45 X 32,4,4,Omarhati,2.0,7.4,1,514.0,New Property,Residential Land / Plot,1,1,0,30.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,,Yes,Water Board,,No,No,,0,,Bhadreswar,1.0,24.0,1,1191.0,Resale,Residential Land / Plot,0,0,0,10.0,2015.0
,,,,,,,,,,,,,,,,No,No,,0,4,Joka,,12.0,1,833.0,Resale,Residential Land / Plot,0,0,0,,1440.0
Yes,Yes,No,,Yes,No,,Yes,Pucca Road,No,,No,,No,,,Yes,No,,0,2,Madhyamgram,3.0,,0,,Resale,Residential Land / Plot,0,0,0,10.0,2250000.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,4,Garia,,130.0,1,1389.0,Resale,Residential Land / Plot,0,0,0,,9361.0
,,,,,,,,,,,,,,,,No,No,,1,1,"Kamalgazi, Narendrapur",,20.0,1,1380.0,New Property,Residential Land / Plot,0,0,0,,1449.0
,,,,,,,,,,,,,,,,No,No,,0,3,Jagacha,,40.0,1,1860.0,Resale,Residential Land / Plot,0,0,0,,2150.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Sonarpur,,30.0,1,2000.0,Resale,Residential Land / Plot,0,0,0,,1500.0
,,,,,,,,,,,,,,,,No,No,66 X 50,1,4,Sodepur,1.0,26.0,1,788.0,Resale,Residential Land / Plot,0,1,0,20.0,3300.0
,,,,,,,,,,,,,,,,No,No,,1,Congo,Action Area 2,4.0,,0,,Resale,Residential Land / Plot,1,1,0,6.0,5.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,60 X 30,24,5,Action Area 3,2.0,27.0,1,1500.0,New Property,Residential Land / Plot,0,1,0,10.0,1800.0
Yes,Yes,No,,Yes,Yes,,Yes,Mud Road,Yes,Open,Yes,Sale Deed,No,,,No,No,2039 X 778,0,,Sonarpur Chakbaria Road,2.0,12.0,1,556.0,Resale,Residential Land / Plot,0,0,0,3.0,2160.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,6,Dankuni,,409.99999999999994,1,804.0,Resale,Residential Land / Plot,0,0,0,,50970.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Sonarpur,,,0,,Resale,Residential Land / Plot,0,0,0,,720.0
Yes,Yes,Yes,,Yes,No,Yes,Yes,,Yes,,Yes,Gift Deed,Yes,,,No,No,73 X 34.52,0,1,Nayabad,1.0,70.0,1,2778.0,Resale,Residential Land / Plot,0,0,0,4.0,2520.0
,,,,,,,,,,,,,,,,No,Yes,,11,,Harinavi,2.0,110.00000000000001,1,1019.0,Resale,Residential Land / Plot,0,0,0,1.0,10800.0
,,,,,,,,,,,,,,,,No,No,,0,3,North 24 Parganas,,12.0,1,833.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,No,No,,0,1,Joka,,4.0,1,139.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,No,No,,0,1,Thakurpukur,,8.0,1,556.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium",Yes,Yes,,25,5,Action Area 2,2.0,75.0,1,2344.0,Resale,Residential Land / Plot,1,1,1,16.0,3200.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",1.0,4.9,1,681.0,New Property,Residential Land / Plot,0,1,0,10.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",2.0,5.0,1,694.0,New Property,Residential Land / Plot,0,1,0,10.0,720.0
,,,,,,,,,,,,,,,,Yes,Yes,36 X 40,1,3,"Amtala, Diamond Harbour Road",1.0,10.0,1,694.0,New Property,Residential Land / Plot,0,1,0,10.0,1440.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,No,Yes,60 X 144,0,10,Joka,3.0,,0,,Resale,Residential Land / Plot,0,0,0,7.0,12960.0
,,,,,,,,,,,,,,,"Power Back Up, Security, Vaastu Compliant, CCTV Camera, Kids play area",Yes,Yes,45 X 32,2,4,Rajarhat,2.0,15.6,1,1083.0,New Property,Residential Land / Plot,1,1,0,25.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Birati,,40.0,1,2999.0,Resale,Residential Land / Plot,0,0,0,,1334.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,1,Pailan,,,0,,Resale,Residential Land / Plot,0,0,0,,65488.0
Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Gift Deed,Yes,,,No,No,161 X 134,0,,Bandel Chinsurah,,,0,,New Property,Residential Land / Plot,0,0,0,,5040.0
,,,,,,,,,,,,,,,,No,No,,0,4,Howrah,,,0,,Resale,Residential Land / Plot,0,0,0,,130700.0
,,,,,,,,,,,,,,,,No,No,,0,,Ichapur,,30.0,1,2609.0,Resale,Residential Land / Plot,0,0,0,,1150.0
Yes,Yes,Yes,,No,Yes,,Yes,,Yes,,Yes,Sale Deed,Yes,,,No,No,60 X 68.1,1,1,Action Area 3,4.0,95.0,1,2325.0,Resale,Residential Land / Plot,1,1,0,15.0,4086.0
,,,,,,,,,,,,,,,,No,No,,0,3,Sodepur,,13.0,1,903.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Gayeshpur,,45.0,1,1042.0,Resale,Residential Land / Plot,0,0,0,,4320.0
,,,,,,,,,,,,,,,,No,No,,0,3,"Chandannagar, Hooghly-Chinsurah",2.0,20.0,1,1852.0,Resale,Residential Land / Plot,0,0,0,10.0,720.0
Yes,Yes,No,,Yes,No,,No,,Yes,Underground,Yes,Sale Deed,No,,,No,No,,0,,Bhagabanpur,1.0,38.5,1,2567.0,Resale,Residential Land / Plot,0,0,0,20.0,1500.0
,,,,,,,,,,,,,,,,Yes,Yes,60 X 60,1,6,Action Area 3,2.0,44.0,1,1222.0,New Property,Residential Land / Plot,1,1,0,50.0,3600.0
,,,,,,,,,,,,,,,,Yes,Yes,36 X 40,2,3,"Amtala, Diamond Harbour Road",2.0,10.5,1,729.0,New Property,Residential Land / Plot,1,1,0,10.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Baduria,,10.0,1,694.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Rajarhat,2.0,,0,,Resale,Residential Land / Plot,0,1,0,20.0,2100.0
,,,,,,,,,,,,,,,,Yes,Yes,,3,,Agarpara,4.0,1000.0,1,2296.0,Resale,Residential Land / Plot,0,0,0,10.0,43560.0
,,,,,,,,,,,,,,,,Yes,No,,0,5,Rajarhat,2.0,75.0,1,2679.0,Resale,Residential Land / Plot,0,1,0,20.0,2800.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 34,6,2,Joka,3.0,4.9,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,1530.0
,,,,,,,,,,,,,,,,No,No,,3,Congo,Rajarhat,1.0,,0,,Resale,Residential Land / Plot,0,1,0,10.0,4.0
,,,,,,,,,,,,,,,,No,No,,0,,"Haridevpur, Paschim Putiary",,5.5,1,544.0,Resale,Residential Land / Plot,0,0,0,,1011.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,40 X 90,24,5,New Town,2.0,57.0,1,1583.0,New Property,Residential Land / Plot,0,0,0,10.0,3600.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,,7,,Action Area 3,,26.0,1,1806.0,Resale,Residential Land / Plot,0,0,0,,1440.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Pailan,,30.0,1,1042.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,No,No,,0,3,Joka,,11.0,1,170.0,Resale,Residential Land / Plot,0,0,0,,6481.0
,,,,,,,,,,,,,,,,Yes,No,,0,4,Rajarhat,,60.0,1,2083.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,Yes,Yes,,0,3,Jadavpur,,45.0,1,2866.0,Resale,Residential Land / Plot,0,0,0,,1570.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,35 X 41.14,24,5,New Town,2.0,22.5,1,1562.0,New Property,Residential Land / Plot,0,0,0,10.0,1440.0
,,,,,,,,,,,,,,,,No,Yes,,0,1,Hatiara,,50.0,1,1736.0,Resale,Residential Land / Plot,0,0,0,,2880.0
,,,,,,,,,,,,,,,,Yes,No,,0,6,Rajarhat,1.0,4.5,1,300.0,Resale,Residential Land / Plot,0,1,0,13.0,1500.0
,,,,,,,,,,,,,,,,Yes,No,,0,6,Rajarhat,2.0,95.0,1,2714.0,Resale,Residential Land / Plot,0,1,0,16.0,3500.0
,,,,,,,,,,,,,,,"Rain Water Harvesting, Club House, Gymnasium, Park, Security, Water Storage",Yes,Yes,50 X 57.6,24,5,New Town,2.0,46.0,1,1597.0,New Property,Residential Land / Plot,0,1,0,10.0,2880.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,45 X 42,6,3,Joka,2.0,6.0,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,1890.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,48 X 46,5,3,Joka,2.0,7.0,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,2208.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,No,60 X 50,7,4,Joka,2.0,9.6,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,3000.0
,,,,,,,,,,,,,,,"Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Water Storage",Yes,Yes,62 X 60,7,4,Joka,2.0,11.9,1,319.0,New Property,Residential Land / Plot,1,1,0,7.0,3720.0
No,Yes,No,,No,Yes,Yes,Yes,Pucca Road,Yes,Underground,Yes,Sale Deed,Yes,Water Board,,Yes,No,60 X 36,8,2,Amarabati,2.0,54.0,1,2500.0,Resale,Residential Land / Plot,0,1,0,5.0,2160.0
,,,,,,,,,,,,,,,,Yes,No,,0,,Mukundapur,2.0,55.0,1,3820.0,Resale,Residential Land / Plot,0,0,0,6.0,1440.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Howrah,,,0,,Resale,Residential Land / Plot,0,0,0,,27000.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,,Yes,Pucca Road,Yes,Open,Yes,Sale Deed,Yes,Borewell,,No,No,,3,5,Mukundapur,1.0,,0,,Resale,Residential Land / Plot,0,0,0,7062.0,7201.0
,,,,,,,,,,,,,,,,No,No,,1,3,Kabardanga,,,0,,Resale,Residential Land / Plot,0,0,0,,26640.0
,,,,,,,,,,,,,,,,No,No,,0,5,Behala,,,0,,Resale,Residential Land / Plot,0,0,0,,10080.0
Yes,Yes,Yes,Electricity Board,Yes,Yes,Yes,Yes,Pucca Road,Yes,Open,Yes,Will Deed,Yes,,,Yes,Yes,300000 X 300000,9,2,Bagnan,3.0,140.0,1,803.0,Resale,Residential Land / Plot,1,1,0,10.0,17420.0
,,,,,,,,,,,,,,,,Yes,No,,0,3,Rajarhat,,30.0,1,1470.0,Resale,Residential Land / Plot,0,0,0,,2041.0
